a,e,i,om,w,q,ad,per_y,data_arc,n_obs_used,H,moid,condition_code_0,condition_code_1,condition_code_2,condition_code_3,condition_code_5,condition_code_6,condition_code_7,condition_code_9,neo_N,neo_Y,pha_N,pha_Y,0
2.968985131818682,0.0582195337617274,9.813850351252537,271.638276186066,14.88503269477188,2.796132201698697,3.141838061938667,5.11587867363217,7734.0,318.0,14.9,1.78026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.448209586628848,0.1688189837949075,6.71507092987421,272.5341157803581,65.91759078708334,2.034905332097215,2.86151384116048,3.83072603716707,9431.0,960.0,14.7,1.03559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.073191217868041,0.1568632115112701,15.88913310925431,334.806807508478,47.58055424954924,2.591120573845029,3.555261861891053,5.38756567679921,6355.0,264.0,15.3,1.61844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.035996773815103,0.2190665917059384,1.514373694162919,153.6700209947541,327.7245823145884,2.370911308145204,3.701082239485003,5.29005467705586,8659.0,666.0,15.2,1.38727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.168000095110899,0.1812688821554904,3.150845415847189,42.72343383867491,285.8176802778696,1.775009141357149,2.560991048864648,3.19225185233161,17580.0,1356.0,15.3,0.76618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.080081034280185,0.2922093826996755,19.41435050267441,76.25403656849385,1.896934838612337,2.180052456588194,3.980109611972176,5.4056934790918,6792.0,370.0,14.7,1.19546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.077129446002772,0.1036740159205554,16.89343555459244,17.65123742132712,154.1971843700326,2.758111078828271,3.396147813177274,5.39792506734815,2191.0,40.0,16.9,1.77032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.263643713712202,0.102707009619017,5.642735200602715,233.1558398967102,189.9672168529198,2.031151637033935,2.496135790390468,3.40580916955722,9958.0,1210.0,15.1,1.044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.127273087482809,0.0689723626106458,17.1194582783602,7.744211980591175,156.0601879652158,2.911577674110431,3.342968500855188,5.5304047058611,5820.0,175.0,15.3,1.92367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.8434212636159,0.0697656766045868,2.305877318743207,153.5164583160073,148.1851392757412,2.645048055287867,3.041794471943932,4.79479465476031,9804.0,1492.0,14.0,1.62919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.97548012506555,0.4574695283293079,15.20563151873505,81.533885859877,298.6768813931771,1.614288635698583,4.336671614432518,5.13267520256186,5430.0,145.0,16.3,0.679377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.228303463093054,0.2366728025865724,17.27298977015564,128.7621453987022,240.7289835921118,2.464251834882883,3.992355091303224,5.80055742006334,5845.0,305.0,15.1,1.51171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.538739861349674,0.133433655613353,13.51971988079679,62.34138119456119,281.2976647191941,2.19998652099845,2.877493201700898,4.04515814809486,6359.0,391.0,15.1,1.24026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.723935626767088,0.0482042175981811,4.016579026722656,232.9947053604853,143.3435908733815,2.592630441090969,2.855240812443206,4.49576355265307,9362.0,247.0,16.4,1.5944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.003155967983648,0.0959248949683556,9.065173907868424,184.0219721056692,250.587910590274,2.715078547181226,3.29123338878607,5.20445231659418,7217.0,753.0,14.4,1.74605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.032507020407533,0.0961156345136428,9.07526382653433,204.4822830629308,176.2633897162576,2.741035683973987,3.323978356841079,5.28093624825425,7715.0,774.0,14.5,1.74312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.972330942994847,0.1088444501745388,11.15196881312979,76.79054280730008,328.1989721434322,2.648809215767804,3.29585267022189,5.12452889484553,10985.0,1374.0,13.3,1.66592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.255594783744782,0.1390110973219552,4.659480322444523,57.31100464233619,241.2385104855309,1.942042077742742,2.569147489746823,3.38766006571915,9459.0,1209.0,15.1,0.930768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.229473820296549,0.1154433982840214,17.09236442660027,133.9556545361582,279.1991812674111,2.856652387812235,3.602295252780864,5.80371202099253,5780.0,361.0,14.6,1.93145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
6.238579536508563,0.0534436160553937,85.81962786331691,90.83561710482168,32.91087340497212,2.414662167894221,3.700584592749729,5.34667994935203,9968.0,600.0,15.0,1.43129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.230793632221839,0.2227808163658195,2.541818233339938,316.4702155790515,3.845435942600727,1.733815605691786,2.727771658751892,3.33194095307228,19949.0,1985.0,13.8,0.720083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.696106394757229,0.1548335725085211,30.07229175830624,76.753839292453,22.18579488604546,2.278658609793899,3.11355417972056,4.42704301720406,5250.0,147.0,16.0,1.3082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.300756570196395,0.2082262000455294,4.559029395711145,276.4283112774312,61.87302987966945,1.821678772354614,2.779834368038176,3.48990985030602,7779.0,907.0,15.4,0.816901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.992576160851518,0.2973432588115846,8.910830792622942,26.09093204046771,349.8476202314463,2.805410554130482,5.179741767572554,7.97788949178107,5981.0,254.0,14.9,1.80687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.969436571887176,0.0409342385673927,9.463584640216542,333.2337503195469,95.21705798537066,2.847884946842806,3.090988196931547,5.11704553720957,9976.0,696.0,14.4,1.88189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.295076191575563,0.1856188914935241,1.551235584195074,30.81755052839643,21.61856978147852,1.869066693002128,2.721085690148998,3.47699338063851,7232.0,567.0,15.9,0.879696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.190395604078997,0.1808075189330399,6.049047646886796,294.0723688475284,73.09743274254241,2.613548090490597,3.767243117667397,5.69868969758616,2327.0,28.0,17.3,1.61948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.858511114858224,0.0474042320865487,2.812655607536742,59.16478248515342,247.8125815989922,2.723005590547506,2.994016639168943,4.83301374337265,8435.0,1543.0,13.6,1.70882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.0941706040082,0.1880756448524624,11.56821774704783,348.6833970121118,205.9295094940559,2.512232472375825,3.676108735640575,5.44282769539101,4424.0,93.0,16.3,1.5185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
5.605357869898259,0.0545970930276965,228.68451921302744,172.6109717238556,119.0752292524691,2.157103159103185,3.337440327206082,4.55366031848292,21529.0,367.0,16.2,1.15337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.19097933084969,0.0816931542568331,7.402424360107436,56.32824934787513,217.5175510187339,2.93029816414422,3.45166049755516,5.70025374964996,13310.0,852.0,13.7,1.91811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.493686553591704,0.5334396717670353,21.34999595803323,129.4418322155981,43.71329757612813,1.630015545186841,5.357357561996568,6.53031468694637,12198.0,304.0,16.0,0.696671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.940762429359979,0.13370047314952,1.221995115693622,38.86223447068948,278.4789810115858,2.547581101134218,3.33394375758574,5.04310620408767,7329.0,589.0,15.0,1.53371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3.02783327447002,0.2556159486239294,14.47504066174362,322.1822944352576,320.415462220599,2.253870799741267,3.801795749198772,5.26873236459339,2684.0,102.0,16.5,1.25709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
2.236946896825191,0.1847819722360933,8.221512559836867,66.34322550159656,234.29518775,1.823599437442423,2.650294356207958,3.34573634335899,9927.0,828.0,15.5,0.821429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
